date;numsem;day;sum_trafic_compteur;count_trafic_compteur;mean_trafic_compteur;sum_velo_compteur;count_velo_compteur;mean_velo_compteur;sum_ferre_valid;sum_surface_valid;sum_total_valid;sum_trafic_infra;count_trafic_infra;mean_trafic_infra;varmean_trafic;sum_velo_infra;count_velo_infra;mean_velo_infra;max_temperature_c;min_temperature_c;windspeed_max_kmh;temperature_morning_c;temperature_noon_c;temperature_evening_c;precip_total_day_mm;humidity_max_percent;visibility_avg_km;pressure_max_mb;cloudcover_avg_percent;heatindex_max_c;dewpoint_max_c;windtemp_max_c;weather_code_morning;weather_code_noon;weather_code_evening;total_snow_mm;uv_index;sunhour;opinion;sunset;sunrise;temperature_night_c;weekday;IsWeekend;Mois;Nom_mois;glissmean_velo_compteur;trend_glissmean_90;Typejour
02/05/2021;18;122;20651924.8;79392;260.1260177;107760;16032;6.721556886;1171158;840762;2011920;30032;849;35.37338045;0.797953305;36890;675;54.65185185;14;6;11;6;13;13;0.7;84;10;1022;45.125;14;6;5;116;116;116;0;3;14.5;météo correcte;20:08:00;05:29:00;6;Sunday;True;5;May;8.006424651;65.33333333;Weekend
03/05/2021;18;123;27510387.7;79392;346.5133477;151407;16032;9.444049401;3176705;2539935;5716640;43593;1013;43.03356367;1.077463204;45933;635;72.33543307;15;8;17;8;14;14;0.1;79;10;1023;36.625;15;5;8;116;116;116;0;3;14.5;météo correcte;20:09:00;05:27:00;8;Monday;False;5;May;7.865434454;65.35555556;Semaine
04/05/2021;18;124;28333411.6;79392;356.8799325;137971;16032;8.605975549;3380211;2686473;6066684;46165;984;46.91565041;1.100485522;42316;641;66.01560062;13;8;29;8;13;12;4.9;86;9;1011;82.75;13;7;4;296;293;176;0;4;11.4;météo défavorable;20:11:00;05:25:00;8;Tuesday;False;5;May;7.86140622;65.37777778;Semaine
05/05/2021;18;125;28472230.8;79392;358.6284613;147986;16032;9.230663673;3366745;2633462;6000207;47879;1029;46.52964043;1.108063908;46013;647;71.11746522;12;7;21;7;12;12;1;74;9.875;1015;54.5;12;4;4;116;353;176;0;3;12.4;météo défavorable;20:12:00;05:24:00;8;Wednesday;False;5;May;7.916720993;65.4;Semaine
06/05/2021;18;126;27821118.5;79392;350.4272282;101424;16032;6.326347305;3417358;2691489;6108847;45411;1007;45.09533267;1.084038871;30798;635;48.5007874;9;0;11;7;8;4;6;92;8.875;1013;86.875;9;7;5;116;176;296;0;2;10.4;météo défavorable;20:13:00;05:22:00;7;Thursday;False;5;May;7.978611326;65.42222222;Semaine
07/05/2021;19;127;28626020.2;79392;360.5655507;158925;16032;9.912986527;3407941;2771875;6179816;47827;1045;45.76746411;1.11764728;50111;664;75.46837349;14;7;8;7;12;13;0.5;84;10;1016;74.625;14;5;6;122;176;176;0;3;9.3;météo défavorable;20:15:00;05:20:00;7;Friday;False;5;May;8.063170031;65.44444444;Semaine
08/05/2021;19;128;23719118;79392;298.7595476;130129;16032;8.116828842;1817765;1262034;3079799;34543;923;37.42470206;0.927833401;44594;699;63.79685265;20;7;21;7;15;20;0.1;80;10;1018;39.375;20;12;5;116;176;116;0;4;12.4;météo favorable;20:16:00;05:19:00;8;Saturday;True;5;May;8.16857213;65.46666667;Ferie
09/05/2021;19;129;21984466.1;79392;276.9103449;116418;16032;7.261601796;1338989;945331;2284320;29461;884;33.32692308;0.864809414;39881;685;58.22043796;23;15;29;15;23;17;2.6;80;9.375;1006;60.125;23;13;14;176;176;176;0;5;10.4;météo correcte;20:18:00;05:17:00;15;Sunday;True;5;May;8.179707118;65.71111111;Weekend
10/05/2021;19;130;27139386.7;79392;341.8403202;140466;16032;8.761601796;3332543;2678190;6010733;46002;1038;44.31791908;1.056312336;43110;642;67.14953271;18;12;21;12;18;17;4.1;90;9.75;1009;84.625;18;12;10;296;119;176;0;4;9.4;météo défavorable;20:19:00;05:16:00;13;Monday;False;5;May;8.15302862;66.4;Semaine
11/05/2021;19;131;27976971.6;79392;352.3903114;147034;16032;9.171282435;3493436;2814659;6308095;48363;1032;46.86337209;1.084731347;46060;653;70.53598775;15;11;16;11;15;13;0.9;84;9.625;1012;60.125;15;10;11;116;176;176;0;4;9.4;météo correcte;20:20:00;05:14:00;11;Tuesday;False;5;May;8.191705299;67.08888889;Semaine
12/05/2021;19;132;28252608.1;79392;355.8621536;146146;16032;9.115893214;3435939;2682305;6118244;48839;1017;48.02261554;1.092941911;47007;659;71.33080425;17;9;11;9;16;17;0.1;82;10;1014;34.5;17;7;8;116;116;116;0;3;13.5;météo correcte;20:22:00;05:13:00;9;Wednesday;False;5;May;8.352068041;67.77777778;Semaine
13/05/2021;19;133;22907227.3;79392;288.5331935;90188;16032;5.625499002;1549825;1046366;2596191;31438;916;34.3209607;0.902545545;30325;662;45.8081571;15;9;13;9;14;14;6;94;9.5;1011;80.125;15;8;7;296;176;353;0;3;9.4;météo défavorable;20:23:00;05:12:00;11;Thursday;False;5;May;8.503607704;68.46666667;Vacances scolaires
14/05/2021;20;134;24407235.6;79392;307.4268894;71463;16032;4.457522455;2336625;1810221;4146846;35637;926;38.48488121;0.954841585;22917;653;35.0949464;12;8;16;8;11;12;4;90;9.75;1010;61.875;12;9;7;116;122;353;0;3;10.5;météo défavorable;20:24:00;05:10:00;8;Friday;False;5;May;8.444789856;69.15555556;Vacances scolaires
15/05/2021;20;135;21961032.8;79392;276.6151854;62741;16032;3.913485529;1748466;1356099;3104565;31916;907;35.18853363;0.857152099;21600;660;32.72727273;15;9;19;9;12;14;3.7;91;8.875;1009;76;15;10;6;353;296;176;0;3;9.5;météo défavorable;20:26:00;05:09:00;9;Saturday;True;5;May;8.317594649;69.84444444;Vacances scolaires
16/05/2021;20;136;21532971.2;79392;271.2234381;66872;16032;4.171157685;1271364;903723;2175087;28909;857;33.7327888;0.843177864;22403;653;34.30781011;16;9;24;10;16;14;2.8;88;9.625;1007;80.25;16;9;7;176;176;176;0;3;9.5;météo défavorable;20:27:00;05:08:00;9;Sunday;True;5;May;8.177348931;70.1;Vacances scolaires
17/05/2021;20;137;27715125.9;79392;349.0921743;114746;16032;7.157310379;3365056;2703484;6068540;43398;1026;42.29824561;1.089229619;36610;644;56.84782609;14;10;22;10;12;13;7.3;86;9.5;1011;91.25;14;10;7;353;353;353;0;3;9.5;météo défavorable;20:28:00;05:06:00;10;Monday;False;5;May;8.047839804;70.15555556;Semaine
18/05/2021;20;138;28184787.9;79392;355.0079089;142564;16032;8.89246507;3577810;2825045;6402855;47630;1025;46.46829268;1.095427442;45717;662;69.05891239;15;9;21;9;13;14;3;91;9.875;1021;96.125;15;9;6;353;353;353;0;3;9.5;météo défavorable;20:30:00;05:05:00;9;Tuesday;False;5;May;8.036730973;70.21111111;Semaine
19/05/2021;20;139;29290438.1;79392;368.9343775;156503;16032;9.761913673;3975498;2895798;6871296;53171;1066;49.87898687;1.132762252;52819;677;78.01920236;12;9;17;9;11;11;4.6;95;7.625;1022;86.625;12;9;7;353;353;353;0;3;9.5;météo défavorable;20:31:00;05:04:00;9;Wednesday;False;5;May;8.057272552;70.26666667;Semaine
20/05/2021;20;140;30054185.6;79392;378.5543329;183183;16032;11.42608533;3989911;3007027;6996938;52889;1103;47.95013599;1.173764699;62241;700;88.91571429;18;8;12;9;16;17;0.1;87;10;1026;35.375;18;7;7;116;116;116;0;3;14.5;météo favorable;20:32:00;05:03:00;8;Thursday;False;5;May;8.128378324;70.32222222;Semaine
21/05/2021;21;141;30177330.5;79392;380.1054325;157338;16032;9.813997006;3911887;2942620;6854507;54064;1093;49.46386093;1.173897393;53396;691;77.27351664;17;10;29;10;17;16;1.5;83;8;1015;66;17;7;8;266;176;176;0;4;11.5;météo défavorable;20:34:00;05:01:00;11;Friday;False;5;May;8.234607398;70.37777778;Semaine
22/05/2021;21;142;26415185.5;79392;332.7184792;96552;16032;6.02245509;2558125;1775860;4333985;44906;1032;43.51356589;1.02678224;36350;686;52.98833819;13;10;26;10;13;13;5.6;74;9.875;1013;86;13;10;7;176;353;353;0;3;9.6;météo défavorable;20:35:00;05:00:00;10;Saturday;True;5;May;8.260249662;70.43333333;Weekend
23/05/2021;21;143;23771048.8;79392;299.4136538;117467;16032;7.327033433;1717057;1125154;2842211;37392;945;39.56825397;0.922545329;47151;702;67.16666667;15;7;22;8;14;15;0.4;85;10;1016;63.25;15;8;6;116;176;176;0;3;10.8;météo correcte;20:36:00;04:59:00;7;Sunday;True;5;May;8.167556017;70.62222222;Ferie
24/05/2021;21;144;23974463.7;79392;301.9758124;77818;16032;4.853917166;2080903;1223051;3303954;40131;971;41.32955716;0.925388656;28620;667;42.90854573;15;9;24;9;15;13;5;91;9.625;1013;72.75;15;8;6;296;176;353;0;4;9.9;météo défavorable;20:37:00;04:58:00;10;Monday;False;5;May;8.109814645;70.83333333;Ferie
25/05/2021;21;145;27599098.45;79392;347.6307241;153244;16032;9.558632735;3924240;2987460;6911700;51668;1065;48.51455399;1.061970794;48987;643;76.18506998;13;7;26;8;13;12;4.3;84;9.625;1019;87.5;13;10;4;122;122;353;0;3;9.9;météo défavorable;20:38:00;04:57:00;7;Tuesday;False;5;May;7.972627326;71.04444444;Semaine
26/05/2021;21;146;28842832.6;79392;363.2964606;157773;16032;9.84113024;3898420;2888888;6787308;51465;1070;48.09813084;1.119068288;52086;651;80.00921659;14;9;21;10;14;10;14.4;95;9.125;1018;98.25;14;9;7;296;353;296;0;3;9.9;météo défavorable;20:39:00;04:56:00;10;Wednesday;False;5;May;7.96410405;71.25555556;Semaine
27/05/2021;21;147;29360589.2;79392;369.8179817;202201;16032;12.61233782;4049986;3017735;7067721;56159;1131;49.65428824;1.136697128;68467;685;99.95182482;21;11;4;14;21;20;0;67;10;1022;25.375;24;11;14;116;113;116;0;5;14.5;météo favorable;20:41:00;04:55:00;11;Thursday;False;5;May;7.992846967;71.46666667;Semaine
28/05/2021;22;148;27756218.6;79392;349.6097667;194297;16032;12.11932385;4009843;3005508;7015351;55129;1135;48.57180617;1.068793846;66004;713;92.57223001;19;12;13;12;19;18;0;83;10;1024;26.375;19;11;12;116;116;116;0;5;14.5;météo favorable;20:42:00;04:55:00;12;Friday;False;5;May;8.117428449;71.67777778;Semaine
29/05/2021;22;149;27371961.9;79392;344.769774;175385;16032;10.93968313;2847293;1886313;4733606;48409;1114;43.4551167;1.06977622;68649;714;96.14705882;21;12;15;13;20;20;0;74;10;1026;43.75;21;10;13;116;116;119;0;5;14.5;météo favorable;20:43:00;04:54:00;12;Saturday;True;5;May;8.17582778;71.88888889;Weekend
30/05/2021;22;150;26379305.2;79392;332.2665407;163348;16032;10.18887226;1871298;1202482;3073780;43402;1002;43.31536926;1.025881365;60921;711;85.6835443;21;12;18;13;20;20;0;73;10;1026;36.75;23;12;12;122;116;122;0;5;13.6;météo favorable;20:44:00;04:53:00;12;Sunday;True;5;May;8.223870806;71.98888889;Weekend
31/05/2021;22;151;28591815.8;79392;360.1347214;197797;16032;12.33763723;3785466;2865908;6651374;52305;1138;45.96221441;1.115426245;64639;671;96.33233979;21;13;19;15;20;21;0;75;10;1023;2.75;23;12;15;116;113;116;0;5;14.5;météo favorable;20:45:00;04:52:00;13;Monday;False;5;May;8.248404401;72.12222222;Semaine
01/06/2021;22;152;29481539.8;79392;371.3414425;229677;16032;14.32616018;3919815;2860457;6780272;57788;1164;49.64604811;1.142135222;74627;689;108.3120464;25;15;15;15;23;24;0;75;10;1018;4.75;26;15;15;113;116;116;0;6;14.5;météo favorable;20:46:00;04:51:00;15;Tuesday;False;6;June;8.35385479;72.25555556;Semaine
02/06/2021;22;153;27061814.4;79392;340.8632406;196418;16032;12.25162176;4002669;2881582;6884251;57643;1118;51.55903399;1.027134768;66615;693;96.12554113;20;13;9;16;20;16;5.2;92;9.125;1015;48.5;22;18;16;116;116;296;0;5;11.8;météo favorable;20:47:00;04:51:00;16;Wednesday;False;6;June;8.64565828;72.38888889;Semaine
03/06/2021;22;154;29150142;79392;367.1672461;198705;16032;12.39427395;4158972;2998956;7157928;57225;1119;51.13941019;1.122013335;65850;684;96.27192982;26;17;8;18;25;24;4.6;90;7.625;1021;71.125;27;20;18;143;176;353;0;5;10;météo défavorable;20:48:00;04:50:00;17;Thursday;False;6;June;8.82404747;72.52222222;Semaine
04/06/2021;23;155;28315637.4;79392;356.6560535;134564;16032;8.393463074;4014742;2903912;6918654;64314;1125;57.168;1.063291114;51280;764;67.12041885;25;17;7;17;25;22;7.6;93;8;1023;59.75;26;19;17;143;176;353;0;5;13.6;météo correcte;20:49:00;04:50:00;17;Friday;False;6;June;8.919216004;72.65555556;Semaine
05/06/2021;23;156;26726763.3;79392;336.6430283;151587;16032;9.455276946;2827871;1875481;4703352;69279;1218;56.87931034;0.993262576;74723;898;83.21046771;19;14;12;14;16;19;1.6;97;8;1026;90.5;19;14;13;266;122;353;0;4;10;météo défavorable;20:49:00;04:49:00;14;Saturday;True;6;June;8.912360762;72.78888889;Weekend
06/06/2021;23;157;25676797.7;79392;323.4179477;165037;16032;10.29422405;1941585;1242546;3184131;63337;1147;55.21970357;0.952200953;76753;905;84.80994475;23;13;13;13;21;22;0;80;10;1026;24.625;25;13;13;116;116;116;0;4;14.5;météo favorable;20:50:00;04:49:00;13;Sunday;True;6;June;8.919606352;72.61111111;Weekend
07/06/2021;23;158;28217636.8;79392;355.4216647;198665;16032;12.39177894;3998020;2980692;6978712;81641;1339;60.97162061;1.045404355;80416;881;91.27809308;23;15;8;15;22;22;0.1;83;10;1024;52.375;25;13;16;119;116;116;0;5;13.6;météo favorable;20:51:00;04:48:00;15;Monday;False;6;June;9.047602376;72.42222222;Semaine
08/06/2021;23;159;29359901.5;79392;369.8093196;225500;16032;14.06561876;4290766;3134112;7424878;83226;1332;62.48198198;1.091123414;90842;857;106;24;16;6;16;24;22;0.3;83;10;1025;49.5;25;15;16;116;119;353;0;6;11.8;météo correcte;20:52:00;04:48:00;16;Tuesday;False;6;June;9.127563421;72.23333333;Semaine
09/06/2021;23;160;29804507;79392;375.4094493;238515;16032;14.87743263;4410710;3063355;7474065;83393;1332;62.60735736;1.110560776;101579;893;113.75028;25;16;5;17;25;24;0.6;79;10;1023;33.75;26;16;17;116;116;176;0;6;14.5;météo favorable;20:53:00;04:47:00;16;Wednesday;False;6;June;9.31945987;72.04444444;Semaine
10/06/2021;23;161;31399349.7;79392;395.4976534;237755;16032;14.83002745;4440420;3125407;7565827;87313;1347;64.8203415;1.174024284;100701;926;108.7483801;26;17;5;18;26;24;1.1;77;10;1023;40.625;27;17;18;116;116;176;0;6;13.6;météo favorable;20:53:00;04:47:00;17;Thursday;False;6;June;9.565131833;71.85555556;Semaine
11/06/2021;24;162;30771117.3;79392;387.5846093;213193;16032;13.29796657;4379044;3075997;7455041;84269;1358;62.05375552;1.155752492;92435;925;99.92972973;27;17;9;17;25;26;0.3;85;9.875;1022;31;27;17;17;116;116;116;0;5;14.5;météo favorable;20:54:00;04:47:00;17;Friday;False;6;June;9.760887499;71.66666667;Semaine
12/06/2021;24;163;28970843.4;79392;364.9088498;177245;16032;11.0557011;3000147;2002963;5003110;74517;1250;59.6136;1.083908766;88659;941;94.21785335;25;18;13;18;23;25;0;82;10;1024;14.25;26;17;18;116;116;116;0;6;14.5;météo favorable;20:54:00;04:47:00;18;Saturday;True;6;June;9.894006342;71.47777778;Weekend
13/06/2021;24;164;27240629.1;79392;343.1155419;159374;16032;9.940993014;1973466;1303796;3277262;67551;1158;58.33419689;1.01107697;72225;944;76.5095339;25;16;16;16;23;24;0;72;10;1027;2;25;15;16;116;116;116;0;6;14.5;météo favorable;20:55:00;04:47:00;16;Sunday;True;6;June;9.95658079;71.65555556;Weekend
14/06/2021;24;165;29436024.8;79392;370.7681479;203782;16032;12.71095309;4110134;2928476;7038610;77824;1320;58.95757576;1.107040521;84101;908;92.6222467;29;19;9;19;28;28;0;70;10;1023;3.875;29;18;19;113;113;116;0;7;14.5;météo idéale;20:56:00;04:46:00;19;Monday;False;6;June;10.09579027;72;Semaine
15/06/2021;24;166;29083690.2;79392;366.3302373;234002;16032;14.59593313;4455958;3045293;7501251;80349;1329;60.45823928;1.085956431;96325;912;105.6195175;29;21;11;21;27;28;0;78;10;1020;9.5;29;18;21;113;116;116;0;7;14.5;météo favorable;20:56:00;04:46:00;21;Tuesday;False;6;June;10.36202997;72.34444444;Semaine
16/06/2021;24;167;30271225.2;79392;381.2881046;218426;16032;13.62437625;4299534;2857206;7156740;84409;1318;64.04324734;1.126334202;88884;937;94.8601921;30;21;13;21;29;29;0;78;10;1017;11.125;30;19;21;116;116;116;0;7;14.5;météo favorable;20:56:00;04:46:00;21;Wednesday;False;6;June;10.70662506;72.68888889;Semaine
17/06/2021;24;168;28524082.7;76084;374.9025117;192064;16032;11.98003992;4454488;3085294;7539782;87063;1314;66.25799087;1.095799891;80735;913;88.42825849;29;20;13;20;27;27;7.8;94;8.625;1010;65.5;30;20;20;353;119;116;0;6;10.1;météo défavorable;20:57:00;04:46:00;20;Thursday;False;6;June;11.01156759;73.03333333;Semaine
18/06/2021;25;169;30622611.3;79392;385.7140682;188257;16032;11.74257735;4341905;2997157;7339062;85360;1342;63.60655738;1.143598384;81771;922;88.68872017;21;16;24;19;21;17;56.9;95;8.25;1016;79.125;21;18;19;143;176;176;0;4;10.1;météo très défavorable;20:57:00;04:46:00;19;Friday;False;6;June;11.16713951;73.37777778;Semaine
19/06/2021;25;170;27919482.2;79392;351.6661905;126140;16032;7.868013972;2810796;1840903;4651699;71493;1215;58.84197531;1.039632074;61795;936;66.02029915;26;17;15;17;23;24;3.3;78;9.75;1017;54;27;19;17;119;116;116;0;5;12.7;météo favorable;20:57:00;04:46:00;17;Saturday;True;6;June;11.25907862;73.72222222;Weekend
20/06/2021;25;171;26467191.9;79392;333.3735376;130118;16032;8.116142715;1963957;1242622;3206579;61925;1134;54.60758377;0.989720152;61490;922;66.69197397;24;17;14;17;23;23;11.9;95;8.375;1007;83.75;25;18;17;302;176;353;0;5;10.1;météo défavorable;20:58:00;04:47:00;18;Sunday;True;6;June;11.19798508;74.04444444;Weekend
21/06/2021;25;172;29764328;79392;374.9033656;192741;16032;12.02226796;4273482;2936901;7210383;83941;1348;62.27077151;1.109958997;88257;921;95.82736156;23;15;13;17;23;19;2.1;91;9.375;1009;65.25;25;16;17;200;116;176;0;5;12.7;météo défavorable;20:58:00;04:47:00;17;Monday;False;6;June;11.09121274;74.48888889;Semaine
22/06/2021;25;173;30984531.1;79392;390.2727114;157724;16032;9.838073852;4279335;2869740;7149075;91315;1433;63.72295883;1.159369952;67481;929;72.63832078;17;14;13;14;16;16;2.3;95;9.875;1018;90.875;17;16;14;353;176;353;0;4;10.1;météo défavorable;20:58:00;04:47:00;15;Tuesday;False;6;June;11.16244728;74.93333333;Semaine
23/06/2021;25;174;30522623.7;79392;384.4546516;191800;16032;11.96357285;4403750;2948015;7351765;87782;1343;65.362621;1.132892337;87066;904;96.3119469;20;14;12;14;20;19;1.4;91;9;1019;85.75;22;14;14;143;122;353;0;5;10.1;météo défavorable;20:58:00;04:47:00;14;Wednesday;False;6;June;11.28553176;75.37777778;Semaine
24/06/2021;25;175;31673243.9;79392;398.9475501;205309;16032;12.8062001;4438206;3010584;7448790;88198;1363;64.70873074;1.186668926;90963;923;98.55146262;19;14;13;14;19;18;14.1;92;9.125;1020;86.625;19;17;14;176;353;356;0;4;10.1;météo défavorable;20:58:00;04:48:00;15;Thursday;False;6;June;11.43509755;75.82222222;Semaine
25/06/2021;26;176;31284630.6;79392;394.0526829;168941;16032;10.53773703;4286294;2919487;7205781;89414;1370;65.26569343;1.167312954;77453;926;83.6425486;23;13;6;13;21;22;0.3;88;8.875;1023;45.125;24;13;13;116;116;116;0;4;14.5;météo favorable;20:58:00;04:48:00;13;Friday;False;6;June;11.6916228;76.26666667;Semaine
26/06/2021;26;177;28649941.3;79392;360.8668543;123038;16032;7.674525948;2979101;1862528;4841629;76029;1248;60.92067308;1.064917634;64815;907;71.46085998;25;14;14;14;22;24;1.6;96;7.625;1019;68.75;26;15;15;296;176;116;0;5;11.8;météo défavorable;20:58:00;04:48:00;14;Saturday;True;6;June;11.72320681;76.71111111;Weekend
27/06/2021;26;178;27729779;79392;349.2767407;111027;16032;6.925336826;1879530;1220179;3099709;75715;1207;62.72990886;1.017345088;55893;933;59.90675241;19;12;12;17;19;17;3.8;94;8.625;1015;68.25;19;17;17;353;176;293;0;4;10.1;météo défavorable;20:58:00;04:49:00;17;Sunday;True;6;June;11.65331635;77.22222222;Weekend
28/06/2021;26;179;29407598.1;79392;370.410093;172957;16032;10.78823603;4106760;2803882;6910642;81076;1374;59.00727802;1.105592835;76063;900;84.51444444;19;15;9;16;17;18;11.3;96;8.25;1016;80;21;17;15;302;296;263;0;4;10.1;météo défavorable;20:58:00;04:49:00;17;Monday;False;6;June;11.46986471;77.65555556;Semaine
29/06/2021;26;180;29949611.6;79392;377.2371473;167212;16032;10.42989022;4345090;2941958;7287048;87057;1362;63.9185022;1.112394726;73356;930;78.87741935;19;14;16;15;17;18;7.3;97;8.5;1016;78.625;19;15;14;353;302;353;0;4;10.1;météo défavorable;20:58:00;04:50:00;15;Tuesday;False;6;June;11.42692639;78.08888889;Semaine
30/06/2021;26;181;30390766.4;79392;382.793813;164282;16032;10.24713074;4401447;2894192;7295639;87190;1325;65.80377358;1.125429507;76357;918;83.17755991;16;13;10;14;16;15;4.7;94;8.5;1017;83.375;16;14;14;176;266;353;0;3;10;météo défavorable;20:58:00;04:51:00;14;Wednesday;False;6;June;11.41048146;78.52222222;Semaine
01/07/2021;26;182;31260491.96;79392;393.7486392;211836;16032;13.21332335;4292640;2695219;6987859;94026;1398;67.25751073;1.159161815;97177;941;103.2699256;22;14;12;15;21;22;0.2;76;10;1019;46.75;25;15;15;116;116;176;0;4;13.6;météo favorable;20:58:00;04:51:00;14;Thursday;False;7;July;11.41236076;78.95555556;Semaine
02/07/2021;27;183;32378563.2;79392;407.8315599;194714;16032;12.14533433;4184237;2746953;6931190;93097;1387;67.12112473;1.209645507;90715;934;97.12526767;24;17;8;18;22;23;0;79;10;1020;18;25;15;18;113;116;116;0;6;14.5;météo favorable;20:57:00;04:52:00;17;Friday;False;7;July;11.4406087;79.38888889;Semaine
03/07/2021;27;184;29409435.4;79392;370.4332351;147454;16032;9.19748004;2929201;1815301;4744502;86269;1278;67.50312989;1.075511645;80610;951;84.76340694;22;18;8;18;19;22;1.9;84;9.875;1015;73.625;25;16;18;353;176;353;0;5;10;météo défavorable;20:57:00;04:53:00;18;Saturday;True;7;July;11.37025948;79.82222222;Weekend
04/07/2021;27;185;28115532;79392;354.1355804;98525;16032;6.145521457;1964408;1105684;3070092;76317;1236;61.74514563;1.038091996;51293;912;56.24232456;18;16;14;17;18;17;5.6;89;9;1013;76.75;18;17;17;119;353;266;0;4;10;météo défavorable;20:56:00;04:53:00;17;Sunday;True;7;July;11.27173878;80.43333333;Weekend
05/07/2021;27;186;28480122.2;79392;358.7278592;158282;16032;9.872879242;4080242;2586797;6667039;82906;1304;63.57822086;1.047888169;74457;915;81.37377049;21;14;16;14;16;21;2.4;93;8;1013;82.25;24;16;14;266;266;353;0;4;10;météo défavorable;20:56:00;04:54:00;15;Monday;False;7;July;11.07016612;81.12222222;Semaine
06/07/2021;27;187;30067245.1;79392;378.7188268;195636;16032;12.20284431;4471024;2780878;7251902;88156;1352;65.20414201;1.113090738;89701;930;96.45268817;23;16;27;18;21;22;17.7;96;8.75;1011;49;25;17;18;305;116;116;0;6;12.7;météo très défavorable;20:56:00;04:55:00;17;Tuesday;False;7;July;11.11788922;81.81111111;Vacances scolaires
07/07/2021;27;188;31258449.3;79392;393.7229104;198604;16032;12.38797405;4287286;2654493;6941779;90898;1341;67.78374348;1.157202152;93105;924;100.762987;21;15;14;15;21;19;0.4;82;9.875;1019;54.625;24;15;15;116;119;176;0;5;10.9;météo correcte;20:55:00;04:56:00;15;Wednesday;False;7;July;11.20652043;82.5;Vacances scolaires
08/07/2021;27;189;31180589.45;79392;392.7422089;203242;16032;12.67727046;4322429;2677975;7000404;92029;1323;69.56084656;1.147410947;95244;933;102.0836013;22;15;14;15;21;21;0.9;92;8.875;1022;68;24;15;15;116;119;353;0;4;10.9;météo défavorable;20:54:00;04:57:00;15;Thursday;False;7;July;11.27406075;83.18888889;Vacances scolaires
09/07/2021;28;190;31370537;79392;395.1347365;173391;16032;10.81530689;4084929;2584705;6669634;86692;1337;64.84068811;1.172663559;82200;936;87.82051282;24;16;10;16;23;23;0.1;87;10;1022;45.625;25;15;16;116;119;116;0;5;14.5;météo correcte;20:54:00;04:57:00;16;Friday;False;7;July;11.28327015;83.87777778;Vacances scolaires
10/07/2021;28;191;29002293.4;79392;365.3049854;107737;16032;6.720122255;2787654;1738822;4526476;76532;1218;62.83415435;1.073881056;57236;942;60.76008493;22;17;17;17;21;22;0.8;79;9.75;1020;63;25;14;17;116;116;353;0;5;11.8;météo correcte;20:53:00;04:58:00;17;Saturday;True;7;July;11.17842138;84.56666667;Vacances scolaires
11/07/2021;28;192;26879982.5;79392;338.5729356;118810;16032;7.410803393;1917406;1142136;3059542;67828;1151;58.92962641;0.992835081;62744;948;66.18565401;25;15;8;15;22;25;0.1;86;10;1017;34;26;14;16;116;116;116;0;5;14.5;météo favorable;20:52:00;04:59:00;15;Sunday;True;7;July;10.91528234;85;Vacances scolaires
12/07/2021;28;193;28335425.1;79392;356.905294;114837;16032;7.162986527;3738768;2370885;6109653;75504;1309;57.68067227;1.062355836;51651;915;56.44918033;20;17;10;17;19;20;1.7;82;9.75;1013;62.25;20;16;17;116;116;176;0;5;11.6;météo correcte;20:52:00;05:00:00;17;Monday;False;7;July;10.67595253;85.57777778;Vacances scolaires
13/07/2021;28;194;26072042.8;79392;328.3963472;88397;16032;5.51378493;3941550;2355286;6296836;74833;1245;60.10682731;0.952525015;36028;889;40.5264342;21;15;12;15;19;20;1.9;93;9.875;1015;69.375;23;15;15;353;353;176;0;4;10.7;météo défavorable;20:51:00;05:01:00;15;Tuesday;False;7;July;10.47804995;86.15555556;Vacances scolaires
14/07/2021;28;195;22962256.65;79392;289.2263282;96772;16032;6.036177645;2252211;1125862;3378073;63808;1133;56.31774051;0.826909885;55158;913;60.41401972;20;15;15;15;20;20;1.5;94;7.875;1017;81.875;20;15;15;248;176;353;0;4;9.7;météo défavorable;20:50:00;05:02:00;15;Wednesday;False;7;July;10.29927846;86.73333333;Vacances scolaires
15/07/2021;28;196;29586647.2;79392;372.6653466;158481;16032;9.885291916;3842845;2518270;6361115;79944;1342;59.57078987;1.111599132;74995;956;78.44665272;22;17;21;17;22;20;0.1;81;9.375;1020;73.375;25;15;17;119;119;122;0;5;11.6;météo défavorable;20:49:00;05:03:00;17;Thursday;False;7;July;10.17331667;87.31111111;Vacances scolaires
16/07/2021;29;197;29058445.9;79392;366.012267;142640;16032;8.897205589;3681758;2434599;6116357;78590;1311;59.94660564;1.086644006;68152;933;73.04608789;21;16;17;16;19;20;0;85;10;1024;52.875;23;15;16;116;122;116;0;4;11.6;météo correcte;20:48:00;05:04:00;16;Friday;False;7;July;10.08216631;87.88888889;Vacances scolaires
17/07/2021;29;198;27142107.7;79392;341.8745932;125423;16032;7.823290918;2653303;1671688;4324991;73506;1214;60.54859967;0.99880922;66965;941;71.16365569;21;15;18;15;19;19;0;89;10;1025;63.875;22;18;14;122;122;119;0;5;9.6;météo correcte;20:47:00;05:06:00;15;Saturday;True;7;July;9.898336392;88.46666667;Vacances scolaires
