date;numsem;day;sum_trafic_compteur;count_trafic_compteur;mean_trafic_compteur;sum_velo_compteur;count_velo_compteur;mean_velo_compteur;sum_ferre_valid;sum_surface_valid;sum_total_valid;sum_trafic_infra;count_trafic_infra;mean_trafic_infra;varmean_trafic;sum_velo_infra;count_velo_infra;mean_velo_infra;max_temperature_c;min_temperature_c;windspeed_max_kmh;temperature_morning_c;temperature_noon_c;temperature_evening_c;precip_total_day_mm;humidity_max_percent;visibility_avg_km;pressure_max_mb;cloudcover_avg_percent;heatindex_max_c;dewpoint_max_c;windtemp_max_c;weather_code_morning;weather_code_noon;weather_code_evening;total_snow_mm;uv_index;sunhour;opinion;sunset;sunrise;temperature_night_c;weekday;IsWeekend;Mois;Nom_mois;glissmean_velo_compteur;trend_glissmean_90;Typejour
03/10/2021;40;276;25720338.9;79392;323.9663807;79981;16032;4.98883483;2001079;1051885;3052964;69304;1144;60.58041958;0.935115604;43635;902;48.37583149;17;12;34;17;14;15;3.8;84;8;1012;71.375;17;14;11;296;263;116;0;3;8.7;météo défavorable;18:25:00;06:53:00;17;Sunday;True;10;October;12.04000064;94.21111111;Weekend
04/10/2021;40;277;28493692;79392;358.8987807;191540;16032;11.94735529;5160258;3273797;8434055;75872;1342;56.53651267;1.073495618;85146;906;93.98013245;19;12;16;12;17;18;0;76;10;1018;23.625;19;7;10;116;116;116;0;5;11.6;météo favorable;18:23:00;06:55:00;12;Monday;False;10;October;11.75734418;93.7;Semaine
05/10/2021;40;278;28262620.3;79392;355.9882646;158757;16032;9.902507485;5440954;3039375;8480329;74507;1407;52.95451315;1.075879627;66830;914;73.11816193;17;12;23;12;14;14;0.8;87;8.875;1013;57.875;17;12;10;116;266;176;0;4;5.8;météo correcte;18:21:00;06:56:00;12;Tuesday;False;10;October;11.71843008;93.18888889;Semaine
06/10/2021;40;279;29252546.3;79392;368.4571027;212857;16032;13.27700848;5489407;3409150;8898557;50906;1070;47.57570093;1.139245253;86452;835;103.5353293;19;10;21;10;16;16;0;84;10;1026;41.125;19;8;8;119;116;113;0;3;10.2;météo favorable;18:19:00;06:58:00;11;Wednesday;False;10;October;11.72634167;92.67777778;Semaine
07/10/2021;40;280;29721046.3;79392;374.3582011;219208;16032;13.67315369;5668470;3485351;9153821;79386;1317;60.27790433;1.115098866;96183;892;107.8284753;18;9;10;9;16;16;0;83;10;1027;22.125;18;9;9;116;116;119;0;4;10.1;météo favorable;18:17:00;06:59:00;10;Thursday;False;10;October;11.85082456;92.16666667;Semaine
08/10/2021;41;281;29493366.9;79392;371.4904134;202150;16032;12.60915669;5488217;3472867;8961084;85547;1362;62.80983847;1.095927897;90986;933;97.51982851;19;10;13;10;17;17;0;81;10;1029;4;19;8;9;113;116;116;0;4;11.1;météo favorable;18:15:00;07:01:00;11;Friday;False;10;October;11.85477835;91.65555556;Semaine
09/10/2021;41;282;29066925.7;79392;366.1190762;166213;16032;10.36757735;3537142;2122913;5660055;78457;1322;59.34720121;1.08915132;87371;961;90.91675338;21;11;15;11;19;19;0;84;10;1027;0;21;10;10;113;113;113;0;5;11.1;météo favorable;18:13:00;07:02:00;12;Saturday;True;10;October;11.77974092;91.14444444;Weekend
10/10/2021;41;283;27325095.4;79392;344.1794564;145237;16032;9.059194112;2216946;1296293;3513239;72740;1191;61.07472712;1.005124377;74141;941;78.78958555;18;10;9;10;17;17;0;67;10;1026;7.375;18;7;9;113;116;116;0;4;11.1;météo favorable;18:11:00;07:04:00;11;Sunday;True;10;October;11.65074891;90.48888889;Weekend
11/10/2021;41;284;28265041.8;79392;356.0187651;197254;16032;12.30376747;5308074;3441924;8749998;69270;1303;53.161934;1.075251496;81573;896;91.04129464;18;10;13;10;16;16;0;83;10;1028;27.875;18;9;9;116;116;116;0;4;10.1;météo favorable;18:09:00;07:05:00;11;Monday;False;10;October;11.50602223;89.6;Semaine
12/10/2021;41;285;28507770.6;79392;359.0761109;215270;16032;13.42751996;5712856;3584975;9297831;79278;1359;58.33554084;1.067738002;90628;901;100.5860155;15;9;15;9;14;13;0.1;78;10;1028;46.25;15;8;8;116;122;176;0;4;7;météo correcte;18:07:00;07:07:00;10;Tuesday;False;10;October;11.52601853;88.71111111;Semaine
13/10/2021;41;286;28070799.75;79392;353.5721452;211903;16032;13.2175025;5598016;3517347;9115363;78688;1370;57.43649635;1.051388863;93693;907;103.2998897;15;10;10;10;13;14;0;83;10;1029;52.375;15;9;9;116;122;116;0;3;10.1;météo correcte;18:05:00;07:08:00;11;Wednesday;False;10;October;11.61947677;87.82222222;Semaine
14/10/2021;41;287;28994725.8;79392;365.209666;221621;16032;13.82366517;5729765;3590879;9320644;83723;1354;61.8338257;1.077094166;97522;910;107.167033;18;9;3;9;16;17;0;68;10;1028;9.125;18;6;9;113;113;113;0;4;10.9;météo favorable;18:03:00;07:10:00;10;Thursday;False;10;October;11.7370682;86.93333333;Semaine
15/10/2021;42;288;29876795.3;79392;376.319973;198950;16032;12.40955589;5606337;3508361;9114698;84353;1389;60.72930166;1.120461243;89965;942;95.50424628;16;10;6;10;14;15;0;64;10;1021;47.625;16;8;10;113;119;122;0;4;7;météo correcte;18:01:00;07:11:00;11;Friday;False;10;October;11.74103809;86.04444444;Semaine
16/10/2021;42;289;28759458.7;79392;362.2463057;165774;16032;10.34019461;3580973;2088236;5669209;79078;1295;61.06409266;1.069305995;89970;936;96.12179487;19;10;8;10;17;17;0;77;10;1022;12.875;19;9;8;113;113;113;0;4;8.7;météo favorable;17:59:00;07:13:00;12;Saturday;True;10;October;11.81640751;85.15555556;Weekend
17/10/2021;42;290;26374386.2;79392;332.2045823;131314;16032;8.190743513;2369196;1196882;3566078;59388;1193;49.78038558;1.00270824;83352;957;87.09717868;17;9;6;9;15;16;0;71;10;1021;44.25;17;5;9;113;122;122;0;4;5.5;météo correcte;17:57:00;07:14:00;10;Sunday;True;10;October;11.83153652;84.17777778;Weekend
18/10/2021;42;291;27627625.8;79392;347.9900469;188703;16032;11.77039671;5392045;3493551;8885596;68444;1296;52.8117284;1.047989993;80163;879;91.19795222;19;11;10;11;17;18;0;70;10;1022;24.875;19;8;10;122;113;113;0;5;8.7;météo favorable;17:55:00;07:16:00;12;Monday;False;10;October;11.63046287;83.2;Semaine
19/10/2021;42;292;27634332.6;79392;348.0745239;223360;16032;13.93213573;5801133;3626331;9427464;77765;1357;57.30655859;1.032331641;98589;912;108.1019737;24;15;15;15;21;21;1.6;93;8.875;1020;57;25;14;15;296;113;113;0;4;7.1;météo correcte;17:53:00;07:17:00;15;Tuesday;False;10;October;11.56396481;82.22222222;Semaine
20/10/2021;42;293;29209904.9;79392;367.9200033;183114;16032;11.42178144;5624516;3514648;9139164;69832;1250;55.8656;1.10790621;80006;882;90.70975057;22;17;28;18;21;21;0.7;68;9.875;1016;57.625;25;14;18;119;122;176;0;5;5.5;météo correcte;17:51:00;07:19:00;18;Wednesday;False;10;October;11.64729815;81.24444444;Semaine
21/10/2021;42;294;28267207.3;79392;356.0460412;165611;16032;10.33002745;5661451;3535173;9196624;80120;1332;60.15015015;1.050537636;72863;901;80.86903441;16;9;29;12;16;10;0.9;78;9.75;1018;62.5;16;10;10;176;116;176;0;3;7.1;météo correcte;17:49:00;07:21:00;13;Thursday;False;10;October;11.62092549;80.26666667;Semaine
22/10/2021;43;295;29402139.7;79392;370.3413404;179058;16032;11.16878743;5576042;3556554;9132596;83671;1355;61.7498155;1.095611737;82598;929;88.91065662;12;6;13;6;12;12;0;60;10;1027;31.75;12;6;5;113;119;116;0;3;7.1;météo défavorable;17:48:00;07:22:00;7;Friday;False;10;October;11.59897946;79.28888889;Semaine
23/10/2021;43;296;27823143.7;79392;350.4527371;139803;16032;8.720247006;3474378;2014569;5488947;78492;1270;61.80472441;1.024805041;76045;940;80.89893617;17;11;5;11;15;16;0;58;10;1027;32.375;17;5;11;116;113;113;0;3;8.7;météo correcte;17:46:00;07:24:00;11;Saturday;True;10;October;11.48928152;78.31111111;Vacances scolaires
24/10/2021;43;297;26530930.3;79392;334.1763692;129124;16032;8.054141717;2272231;1229349;3501580;71146;1179;60.34435963;0.972202861;69180;924;74.87012987;18;8;12;8;15;16;0;74;10;1025;4.125;18;4;6;113;113;113;0;4;8.7;météo favorable;17:44:00;07:25:00;9;Sunday;True;10;October;11.30890035;77.64444444;Vacances scolaires
25/10/2021;43;298;26439574.3;79392;333.0256739;142873;16032;8.911739022;4837169;2820913;7658082;71606;1324;54.08308157;0.990347282;65761;890;73.88876404;16;10;13;10;14;15;0;71;10;1022;79;16;9;9;119;119;122;0;3;3.8;météo défavorable;17:42:00;07:27:00;10;Monday;False;10;October;11.08434945;77.4;Vacances scolaires
26/10/2021;43;299;26141330.5;76084;343.585123;178570;16032;11.1383483;5111792;2993574;8105366;70855;1341;52.83743475;1.032259651;79635;911;87.41492865;17;10;9;10;15;15;0.1;89;9.875;1024;28.375;17;9;9;113;113;116;0;3;8.7;météo correcte;17:40:00;07:28:00;10;Tuesday;False;10;October;10.9370171;77.15555556;Vacances scolaires
27/10/2021;43;300;26457306;79392;333.2490175;184432;16032;11.50399202;5178425;2987330;8165755;76299;1342;56.85469449;0.981300003;87401;921;94.89793702;19;11;12;11;17;18;0;79;10;1025;12.5;19;10;10;113;113;113;0;5;8.7;météo favorable;17:39:00;07:30:00;11;Wednesday;False;10;October;10.93221621;76.91111111;Vacances scolaires
28/10/2021;43;301;27668530.5;79392;348.5052713;182593;16032;11.38928393;5226914;2973318;8200232;81411;1392;58.48491379;1.029677363;89720;930;96.47311828;20;10;17;10;17;18;0;78;10;1021;2;20;8;9;113;113;113;0;5;8.7;météo favorable;17:37:00;07:32:00;11;Thursday;False;10;October;11.06596485;76.66666667;Vacances scolaires
29/10/2021;44;302;27593471.4;79392;347.5598473;118578;16032;7.396332335;4847494;2778004;7625498;80661;1318;61.19954476;1.016682842;56127;904;62.08738938;17;12;23;12;17;14;0.6;72;9;1011;40;17;11;10;113;113;266;0;4;7.1;météo correcte;17:35:00;07:33:00;12;Friday;False;10;October;11.09900964;76.42222222;Vacances scolaires
30/10/2021;44;303;25654105.3;79392;323.1321204;73150;16032;4.562749501;3140961;1811311;4952272;72005;1208;59.60678808;0.935610422;40555;913;44.41949617;14;10;17;10;13;14;0.6;92;9;1008;79.625;14;12;9;116;266;176;0;4;3.7;météo défavorable;17:34:00;07:35:00;10;Saturday;True;10;October;10.88479895;76.17777778;Vacances scolaires
31/10/2021;44;304;24045060;79392;302.8650242;68734;16032;4.287300399;2313946;1198940;3512886;71201;1125;63.28977778;0.850578939;38241;914;41.83916849;18;10;26;10;17;16;2.3;92;10;1009;66;18;15;9;116;116;353;0;4;7;météo défavorable;17:32:00;07:36:00;10;Sunday;True;10;October;10.64379708;75.68888889;Vacances scolaires
01/11/2021;44;305;23492906.6;79392;295.9102504;77350;16032;4.824725549;2254361;1110324;3364685;65894;1169;56.36783576;0.850462374;39834;912;43.67763158;15;10;23;11;14;12;0.2;76;10;1005;40.875;15;8;8;116;116;176;0;4;7;météo correcte;17:30:00;07:38:00;10;Monday;False;11;November;10.33840183;74.95555556;Vacances scolaires
02/11/2021;44;306;26294238.9;79392;331.1950688;151343;16032;9.440057385;4763641;2734252;7497893;70064;1289;54.3553142;0.982881446;71191;885;80.44180791;12;10;22;10;12;10;0.7;84;10;1003;94.375;12;7;8;176;353;176;0;3;3.7;météo défavorable;17:29:00;07:40:00;10;Tuesday;False;11;November;10.18094255;74.22222222;Vacances scolaires
03/11/2021;44;307;27103063.1;79392;341.382798;153825;16032;9.594872754;4927850;2850839;7778689;73268;1328;55.17168675;1.016153158;72438;896;80.84598214;14;7;4;7;12;12;0;79;10;1007;10.75;14;5;7;113;113;113;0;4;8.7;météo correcte;17:27:00;07:41:00;8;Wednesday;False;11;November;10.27063816;73.48888889;Vacances scolaires
04/11/2021;44;308;27978309.7;79392;352.4071657;132720;16032;8.278443114;5072981;2833588;7906569;12246;450;27.21333333;1.154555944;23019;355;64.84225352;12;6;19;6;11;10;0.3;82;10;1019;48.125;12;5;5;113;119;353;0;3;5.4;météo défavorable;17:25:00;07:43:00;7;Thursday;False;11;November;10.41922003;72.75555556;Vacances scolaires
05/11/2021;45;309;28621710.95;79392;360.5112725;146811;16032;9.157372754;4947087;2869445;7816532;77113;1311;58.81998474;1.071113395;70056;920;76.14782609;12;7;11;8;11;11;0;78;10;1029;60.625;12;5;6;119;113;122;0;3;8.7;météo défavorable;17:24:00;07:44:00;7;Friday;False;11;November;10.30086802;72.02222222;Vacances scolaires
06/11/2021;45;310;28647152.2;79392;360.8317236;129898;16032;8.10242016;3432915;1986126;5419041;75292;1235;60.96518219;1.064634884;70333;938;74.98187633;13;6;8;6;11;11;0;85;10;1031;38.875;13;6;5;113;113;116;0;2;8.7;météo correcte;17:22:00;07:46:00;8;Saturday;True;11;November;10.27683142;71.28888889;Vacances scolaires
07/11/2021;45;311;26977729.3;79392;339.8041276;94975;16032;5.924089321;2157093;1237165;3394258;67490;1113;60.63791554;0.991141213;50844;913;55.68893757;13;9;15;10;13;11;0;86;10;1027;56.875;13;9;8;122;122;116;0;4;5.3;météo correcte;17:21:00;07:47:00;9;Sunday;True;11;November;10.10990921;70.61111111;Vacances scolaires
08/11/2021;45;312;27738628.35;79392;349.3882047;177498;16032;11.07148204;5420528;3490212;8910740;68264;1263;54.04908947;1.04856088;76833;903;85.08637874;13;8;12;9;12;10;0;66;10;1025;46.25;13;4;8;116;116;116;0;3;8.7;météo correcte;17:19:00;07:49:00;10;Monday;False;11;November;9.859939397;69.88888889;Semaine
09/11/2021;45;313;28143559.4;79392;354.4886059;191406;16032;11.93899701;5814634;3651697;9466331;67881;1213;55.96125309;1.059880279;82757;882;93.82879819;14;6;6;6;12;13;0;79;10;1028;3.875;14;5;6;113;113;113;0;4;8.7;météo correcte;17:18:00;07:51:00;7;Tuesday;False;11;November;9.810336988;69.16666667;Semaine
10/11/2021;45;314;29080249.9;79392;366.2869042;177672;16032;11.08233533;5775641;3608785;9384426;74119;1314;56.40715373;1.100185404;78421;912;85.9879386;15;6;5;6;13;13;0;78;10;1027;0.125;15;5;6;113;113;113;0;4;8.7;météo correcte;17:17:00;07:52:00;7;Wednesday;False;11;November;9.861027945;68.44444444;Semaine
11/11/2021;45;315;25790120;79392;324.8453245;108772;16032;6.784680639;2733842;1460076;4193918;67530;1197;56.4160401;0.953021229;58852;922;63.8308026;13;6;5;6;10;12;0;73;10;1028;23.625;13;5;6;116;116;113;0;3;7;météo correcte;17:15:00;07:54:00;7;Thursday;False;11;November;9.926290565;67.72222222;Ferie
12/11/2021;46;316;27682852.7;79392;348.6856698;136259;16032;8.499189122;4653151;3188629;7841780;74309;1318;56.3801214;1.037790619;65526;906;72.32450331;15;6;9;6;12;12;0;64;10;1023;12;15;4;5;113;113;113;0;4;8.7;météo correcte;17:14:00;07:55:00;7;Friday;False;11;November;9.748255506;67;Semaine
13/11/2021;46;317;27045658.2;79392;340.6597415;91486;16032;5.706462076;3290807;2010822;5301629;69363;1244;55.75803859;1.011504284;49726;931;53.41138561;12;11;15;11;12;12;0.4;88;9.875;1013;83.75;12;10;9;122;122;176;0;3;3.6;météo défavorable;17:13:00;07:57:00;11;Saturday;True;11;November;9.589277092;66.27777778;Weekend
14/11/2021;46;318;26795098.2;79392;337.503756;85967;16032;5.362213074;2151855;1223242;3375097;57485;1046;54.95697897;1.003143444;45155;889;50.79302587;13;9;17;10;13;10;0;89;10;1023;69.5;13;8;9;116;116;122;0;3;5.3;météo défavorable;17:11:00;07:58:00;10;Sunday;True;11;November;9.346985465;65.8;Weekend
15/11/2021;46;319;27578422.5;79392;347.3702955;162843;16032;10.15737275;5414671;3502572;8917243;70547;1312;53.77057927;1.042385383;67787;880;77.03068182;12;7;13;7;11;10;0;90;10;1024;31.875;12;7;5;116;113;116;0;2;8.7;météo défavorable;17:10:00;08:00:00;8;Monday;False;11;November;9.074035398;65.26666667;Semaine
16/11/2021;46;320;27669737.1;79392;348.5204693;179573;16032;11.20091068;5842036;3655128;9497164;72639;1361;53.37178545;1.04788478;76004;910;83.52087912;10;6;8;6;9;10;0;90;10;1024;58.25;10;6;4;113;122;122;0;3;5.2;météo défavorable;17:09:00;08:01:00;6;Tuesday;False;11;November;9.001384329;64.73333333;Semaine
17/11/2021;46;321;29142644.4;79392;367.0728083;176367;16032;11.00093563;5648877;3586256;9235133;74060;1379;53.70558376;1.112567201;79383;916;86.66266376;12;9;10;10;12;11;0;90;10;1027;69.875;12;9;8;122;119;116;0;3;5.2;météo défavorable;17:08:00;08:03:00;10;Wednesday;False;11;November;9.029149363;64.2;Semaine
18/11/2021;46;322;29835539.1;79392;375.8003212;188728;16032;11.77195609;5908094;3526498;9434592;69433;1250;55.5464;1.13701747;84279;871;96.76119403;12;6;8;6;9;11;0;85;10;1031;63.5;12;8;6;113;122;122;0;3;3.4;météo défavorable;17:07:00;08:04:00;7;Thursday;False;11;November;9.119800722;63.66666667;Semaine
19/11/2021;47;323;30450125.35;79392;383.5414821;169234;16032;10.55601297;5639010;3543533;9182543;79607;1371;58.06491612;1.155559751;76349;916;83.35043668;12;8;4;9;11;12;0;87;10;1032;79.875;12;9;10;122;119;119;0;4;3.4;météo défavorable;17:06:00;08:06:00;9;Friday;False;11;November;9.119851024;63.13333333;Semaine
20/11/2021;47;324;28865749.5;79392;363.5851156;123939;16032;7.730726048;3722918;2064257;5787175;76802;1328;57.83283133;1.085531404;67109;926;72.47192225;16;10;5;11;14;14;0;77;10;1031;32;16;9;10;116;113;113;0;3;8.7;météo correcte;17:05:00;08:07:00;12;Saturday;True;11;November;9.010943839;62.6;Weekend
21/11/2021;47;325;26952120.5;79392;339.4815662;76166;16032;4.750873253;2196774;1216351;3413125;67615;1199;56.39282736;1.005067605;39265;892;44.0190583;9;6;13;8;9;8;0.4;90;9.375;1019;61.875;9;7;6;122;176;176;0;3;3.4;météo défavorable;17:04:00;08:09:00;7;Sunday;True;11;November;8.891877536;62.16666667;Weekend
22/11/2021;47;326;28117043.7;79392;354.1546214;163787;16032;10.21625499;5489934;3477973;8967907;73595;1386;53.0988456;1.068857097;69566;893;77.90145577;9;4;23;4;9;7;0.1;78;10;1027;15.375;9;2;0;113;113;113;0;2;8.7;météo très défavorable;17:03:00;08:10:00;5;Monday;False;11;November;8.71190482;61.56666667;Semaine
23/11/2021;47;327;28531777.9;79392;359.3785004;180001;16032;11.22760729;5849827;3604975;9454802;79223;1389;57.03599712;1.073425445;77108;886;87.02934537;9;2;17;2;7;8;0;73;10;1030;0;9;3;-2;113;113;113;0;3;8.7;météo très défavorable;17:02:00;08:12:00;3;Tuesday;False;11;November;8.681177967;60.96666667;Semaine
24/11/2021;47;328;29050378.3;79392;365.9106497;175732;16032;10.96132735;5744149;3521199;9265348;80602;1390;57.98705036;1.093240359;74449;899;82.8131257;8;3;11;3;8;6;0;82;10;1027;4.875;8;2;0;113;113;113;0;3;8.7;météo très défavorable;17:01:00;08:13:00;4;Wednesday;False;11;November;8.762060557;60.36666667;Semaine
25/11/2021;47;329;29805269.2;79392;375.4190498;178598;16032;11.14009481;5895241;3524287;9419528;78302;1372;57.07142857;1.130249414;73910;905;81.66850829;7;2;9;2;6;7;0;87;10;1013;64.875;7;3;0;122;122;122;0;3;6.9;météo très défavorable;17:00:00;08:15:00;3;Thursday;False;11;November;8.855840738;59.76666667;Semaine
26/11/2021;48;330;29934520;79392;377.0470576;147656;16032;9.21007984;5715716;3438899;9154615;74492;1304;57.12576687;1.135836511;60516;902;67.09090909;7;4;18;4;6;6;0;89;10;1012;61.875;7;2;2;122;116;116;0;3;6.9;météo très défavorable;16:59:00;08:16:00;4;Friday;False;11;November;8.927723183;59.16666667;Semaine
27/11/2021;48;331;27976767.3;79392;352.3877381;77111;16032;4.809817864;3738693;1946442;5685135;68988;1290;53.47906977;1.061234087;39338;916;42.94541485;5;4;17;4;5;5;2.3;87;7.875;992;94.375;5;3;0;362;317;119;0;1;3.2;météo très défavorable;16:59:00;08:17:00;5;Saturday;True;11;November;8.865520975;58.56666667;Weekend
28/11/2021;48;332;26871463.4;79392;338.4656313;68827;16032;4.293101297;2310637;1151295;3461932;66795;1172;56.99232082;0.999332249;35425;886;39.98306998;6;2;12;2;4;5;0.4;84;9;1007;56.625;6;3;0;119;116;353;0;1;5;météo très défavorable;16:58:00;08:19:00;3;Sunday;True;11;November;8.649579873;57.71111111;Weekend
29/11/2021;48;333;27335752;79392;344.313684;162598;16032;10.14209082;5427183;3368370;8795553;69945;1325;52.78867925;1.035019406;66959;868;77.14170507;6;2;12;2;5;5;0;80;10;1019;31.5;6;0;-2;116;113;116;0;1;8.4;météo très défavorable;16:57:00;08:20:00;2;Monday;False;11;November;8.420670756;56.84444444;Semaine
30/11/2021;48;334;27959152.9;79392;352.1658719;174365;16032;10.87606038;5762035;3447316;9209351;74849;1305;57.35555556;1.046683452;69798;884;78.95701357;8;2;22;2;6;8;0;79;10;1021;82;8;6;-2;122;122;122;0;3;3.1;météo très défavorable;16:57:00;08:21:00;2;Tuesday;False;11;November;8.50924361;55.97777778;Semaine
01/12/2021;48;335;28647307.5;79392;360.8336797;151436;16032;9.445858283;5492991;3194651;8687642;75404;1317;57.25436598;1.077816571;64163;884;72.58257919;10;7;28;8;10;8;0.6;87;10;1013;90;10;6;4;176;353;176;0;2;3.1;météo défavorable;16:56:00;08:23:00;8;Wednesday;False;12;December;8.7128988;55.11111111;Semaine
02/12/2021;48;336;29711975.1;79392;374.2439427;171902;16032;10.72243014;5764203;3391868;9156071;78360;1379;56.82378535;1.126956581;72144;905;79.71712707;6;3;15;5;6;4;0.8;78;9;1012;68.375;6;3;1;263;116;371;0.3;1;6.8;météo très défavorable;16:56:00;08:24:00;5;Thursday;False;12;December;8.879303893;54.24444444;Semaine
03/12/2021;49;337;29616634.7;79392;373.043061;108638;16032;6.776322355;5597183;3306830;8904013;77299;1362;56.75403818;1.122940644;44198;889;49.71653543;4;2;22;2;4;3;0.5;79;9;1016;67;4;3;-2;116;116;266;0;2;6.8;météo très défavorable;16:55:00;08:25:00;2;Friday;False;12;December;9.069552428;53.37777778;Semaine
04/12/2021;49;338;28602812.1;79392;360.2732278;80119;16032;4.997442615;3696694;1940709;5637403;72953;1292;56.46517028;1.078628694;41231;904;45.60951327;11;6;23;9;10;7;1.9;91;7.75;1007;92.5;11;10;5;266;122;176;0;2;3.1;météo défavorable;16:55:00;08:26:00;11;Saturday;True;12;December;8.983625491;52.51111111;Weekend
05/12/2021;49;339;27276858.1;79392;343.5718725;61061;16032;3.80869511;2314388;1184601;3498989;67658;1186;57.04721754;1.017266352;30508;879;34.7076223;6;4;15;4;6;6;0.8;90;7.875;1009;79.875;6;3;2;266;119;266;0;2;5;météo très défavorable;16:55:00;08:27:00;5;Sunday;True;12;December;8.835321293;52.05555556;Weekend
06/12/2021;49;340;27016624.5;79392;340.3992399;134957.5;16032;8.418007735;3362023.5;2396439.5;5845856.5;59529;1163;49.95286149;1.026958504;52416;884;70.97173682;6;5;18;5;6;5;1.1;84;8.875;1013;79.125;6;4;2;176;116;296;0;2;5;météo très défavorable;16:54:00;08:29:00;6;Monday;False;12;December;8.691135874;51.61111111;Semaine
07/12/2021;49;341;28259148.3;79392;355.9445322;142256;16032;8.873253493;5696189;3476321;9172510;64702;1234;52.43273906;1.077576848;57184;847;67.51357733;6;3;19;4;6;6;0.8;84;8.875;1016;48.625;6;3;1;116;113;119;0;1;8.2;météo très défavorable;16:54:00;08:30:00;5;Tuesday;False;12;December;8.667285389;51.16666667;Semaine
08/12/2021;49;342;24473325;79392;308.2593334;162180;16032;10.11601796;5678017;3462676;9140693;76016;1344;56.55952381;0.893625532;70604;890;79.33033708;7;4;17;4;6;5;0.6;95;9.875;999;59;7;3;0;317;116;122;0;2;8.2;météo très défavorable;16:54:00;08:31:00;4;Wednesday;False;12;December;8.692150981;50.72222222;Semaine
09/12/2021;49;343;27525196.6;79392;346.6998766;165396;16032;10.31661677;5789358;3493016;9282374;79595;1374;57.9294032;1.025239821;70937;908;78.12444934;7;3;18;3;5;6;0.1;78;9.875;1005;59.875;7;2;-1;119;200;119;0;2;5;météo très défavorable;16:54:00;08:32:00;3;Thursday;False;12;December;8.827374485;50.27777778;Semaine
10/12/2021;50;344;29737997.6;79392;374.571715;126630;16032;7.898577844;5597523;3415475;9012998;81291;1334;60.93778111;1.113514116;57229;893;64.0862262;8;5;24;7;8;7;1.7;81;7.875;1007;75.5;8;4;2;296;116;176;0;2;5;météo très défavorable;16:54:00;08:33:00;5;Friday;False;12;December;8.803023993;49.83333333;Semaine
11/12/2021;50;345;28638928.5;79392;360.7281401;119246;16032;7.437999002;3843545;2072543;5916088;74671;1286;58.06454121;1.074565451;63878;923;69.20693391;8;4;12;4;6;7;0;81;10;1024;52.75;8;4;1;113;116;119;0;3;5;météo très défavorable;16:54:00;08:34:00;4;Saturday;True;12;December;8.672687891;49.38888889;Weekend
12/12/2021;50;346;26874009.5;79392;338.4977013;89074;16032;5.556012974;2393789;1228584;3622373;65311;1150;56.79217391;1.000156703;44512;893;49.84546473;12;6;13;6;9;10;0.3;96;8;1026;71;12;8;4;266;116;116;0;2;6.8;météo défavorable;16:54:00;08:35:00;6;Sunday;True;12;December;8.555128654;48.65555556;Weekend
13/12/2021;50;347;25485216.9;79392;321.0048481;156305;16032;9.749563373;5359107;3370967;8730074;70839;1297;54.61757903;0.945771335;65170;886;73.55530474;13;5;7;6;9;10;0;95;7;1027;15.25;13;8;4;143;113;113;0;2;8.2;météo correcte;16:54:00;08:36:00;6;Monday;False;12;December;8.515494213;48.12222222;Semaine
14/12/2021;50;348;28606873.5;79392;360.3243841;171070;16032;10.67053393;5649858;3497775;9147633;67198;1227;54.76609617;1.084842646;69807;860;81.17093023;11;5;4;6;9;10;0;89;9;1029;13;11;7;5;113;113;113;0;2;8.2;météo très défavorable;16:54:00;08:36:00;6;Tuesday;False;12;December;8.555828867;47.58888889;Semaine
15/12/2021;50;349;28535811.1;79392;359.4293014;170003;16032;10.60397954;5238336;3425114;8663450;65197;1162;56.10757315;1.076902049;73577;849;86.6631331;12;7;6;8;11;10;0;96;8;1033;56;12;7;8;143;116;116;0;3;6.8;météo défavorable;16:54:00;08:37:00;7;Wednesday;False;12;December;8.715960217;47.05555556;Semaine
16/12/2021;50;350;28644161.9;79392;360.7940586;178276;16032;11.12000998;5584389;3486592;9070981;79200;1361;58.19250551;1.074345166;77647;917;84.67502726;11;5;10;6;8;10;0;97;8;1036;19.875;11;8;4;143;116;113;0;3;6.8;météo très défavorable;16:54:00;08:38:00;6;Thursday;False;12;December;8.885049458;46.52222222;Semaine
17/12/2021;51;351;29980998.6;79392;377.6324894;161849;16032;10.09537176;5399112;3375029;8774141;70987;1282;55.37207488;1.144141248;71643;893;80.22732363;11;5;15;5;9;8;0;91;10;1037;3.25;11;6;3;113;113;113;0;3;8.2;météo très défavorable;16:55:00;08:39:00;5;Friday;False;12;December;8.916102271;45.98888889;Semaine
18/12/2021;51;352;28275978.8;79392;356.1565246;123301;16032;7.690930639;3717508;2009687;5727195;71396;1231;57.9983753;1.058569473;65053;916;71.01855895;11;5;15;5;9;9;0;90;10;1036;8.75;11;6;2;113;113;113;0;3;8.2;météo très défavorable;16:55:00;08:39:00;5;Saturday;True;12;December;8.880439726;45.45555556;Vacances scolaires
19/12/2021;51;353;26217556.3;79392;330.2291956;84898;16032;5.295533932;2336440;1273542;3609982;69964;1205;58.06141079;0.966294261;44356;902;49.1751663;8;4;12;5;6;7;0;96;8;1035;37.75;8;5;2;113;116;116;0;3;6.8;météo très défavorable;16:55:00;08:40:00;5;Sunday;True;12;December;8.773665371;45.31111111;Vacances scolaires
